Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
SBSI,Southside Bancshares Inc. Common Stock,819623554,United States,,95079,Finance,Major Banks
SBSW,D/B/A Sibanye-Stillwater Limited ADS,3764644800,South Africa,,8740858,Basic Materials,Precious Metals
SBT,Sterling Bancorp Inc. Common Stock,241075826,United States,2017,17071,Finance,Savings Institutions
SBUX,Starbucks Corporation Common Stock,96429474000,United States,1992,9672320,Consumer Discretionary,Restaurants
SBXC,SilverBox Corp III Class A Common Stock,0,,2023,8334,Finance,Blank Checks
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,1184727893,United States,2019,3384,Real Estate,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,1175713144,United States,2020,13207,Real Estate,Real Estate Investment Trusts
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,1070382911,United States,,4766,Real Estate,Real Estate Investment Trusts
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,1060893700,United States,2022,6318,Real Estate,Real Estate Investment Trusts
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,1061368161,United States,2022,3097,Real Estate,Real Estate Investment Trusts
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,1106441909,United States,2022,16934,Real Estate,Real Estate Investment Trusts
SCCO,Southern Copper Corporation Common Stock,88196761728,United States,,1244970,Basic Materials,Metal Mining
SCD,LMP Capital and Income Fund Inc. Common Stock,0,United States,2004,48671,Finance,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,,United States,,14917,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,,United States,,15104,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,United States,,37537,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,,United States,,22465,,
SCE^L,SCE TRUST VI,,United States,,25333,,
SCE^M,SCE Trust VII 7.50% Trust Preference Securities,,United States,,43942,,
SCHL,Scholastic Corporation Common Stock,1007777825,United States,1992,144468,Consumer Discretionary,Books
SCHW,Charles Schwab Corporation (The) Common Stock,1.2995E+11,United States,,14416317,Finance,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,,United States,,69673,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,,United States,,71990,,
SCI,Service Corporation International Common Stock,10186069520,United States,,725389,Consumer Discretionary,Other Consumer Services
SCKT,Socket Mobile Inc. Common Stock,7811483,United States,,3574,Technology,Computer Manufacturing
SCL,Stepan Company Common Stock,1862580857,United States,,49260,Consumer Discretionary,Package Goods/Cosmetics
SCLX,Scilex Holding Company Common Stock,212722989,United States,2021,1023003,Health Care,Biotechnology: Pharmaceutical Preparations
SCLXW,Scilex Holding Company Warrant,57534921,United States,2021,2330,Health Care,Biotechnology: Pharmaceutical Preparations
SCM,Stellus Capital Investment Corporation Common Stock,321836064,United States,2012,163787,Finance,Finance/Investors Services
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,1481767,Israel,2015,50698,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCOR,comScore Inc. Common Stock,71993016,United States,2018,8594,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,175224428,United States,2017,184085,Health Care,Biotechnology: Pharmaceutical Preparations
SCPX,Scorpius Holdings Inc. Common Stock,4133980,United States,2022,170187,Health Care,Biotechnology: Pharmaceutical Preparations
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,0,United States,2022,96055,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,0,United States,2022,403,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,0,United States,2022,1729,Finance,Blank Checks
SCS,Steelcase Inc. Common Stock,1369518459,United States,1998,698498,Consumer Discretionary,Office Equipment/Supplies/Services
SCSC,ScanSource Inc. Common Stock,1021669296,United States,,215642,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,872845866,United States,1993,179433,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,374Water Inc. Common Stock,161853871,United States,,106160,Utilities,Environmental Services
SCWX,SecureWorks Corp. Class A Common Stock,516478956,United States,2016,7612,Technology,EDP Services
SCX,L.S. Starrett Company (The) Common Stock,120305102,United States,,66500,Consumer Discretionary,Industrial Machinery/Components
SCYX,SCYNEXIS Inc. Common Stock,55497617,United States,2014,128518,Health Care,Biotechnology: Pharmaceutical Preparations
SD,SandRidge Energy Inc. Common Stock,545753239,United States,2016,176416,Energy,Oil & Gas Production
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,608375336,Hong Kong,2021,221460,Finance,Blank Checks
SDAWW,SunCar Technology Group Inc. Warrant,25723137,Hong Kong,2021,63878,Finance,Blank Checks
SDGR,Schrodinger Inc. Common Stock,1846813030,United States,2020,708179,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,Smith Douglas Homes Corp. Class A Common Stock,1398974351,,2024,115451,,
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,368615457,,2020,97323,Finance,Finance/Investors Services
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,33564263,United States,2021,1354281,Finance,Investment Bankers/Brokers/Service
SDOT,Sadot Group Inc. Common Stock,12187759,United States,2020,284755,Consumer Discretionary,Restaurants
SDPI,Superior Drilling Products Inc. Common Stock,33126452,,2014,134789,Industrials,Metal Fabrications
SDRL,Seadrill Limited Common Shares,3654258203,,2022,331569,Energy,Oil & Gas Production
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,29774086150,United States,2017,3940879,Consumer Discretionary,Other Consumer Services
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,,Bermuda,,17312,,
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,Bermuda,,24215,,
SEAT,Vivid Seats Inc. Class A Common Stock,1166486601,United States,,892398,Industrials,Industrial Machinery/Components
SEATW,Vivid Seats Inc. Warrant,188949812,United States,,1600,Industrials,Industrial Machinery/Components
SEB,Seaboard Corporation Common Stock,3034537164,United States,1996,2887,Industrials,Farming/Seeds/Milling
SECO,Secoo Holding Limited ADS,517176,China,2017,88312,Miscellaneous,Diversified Commercial Services
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,0,,2021,11,Finance,Blank Checks
SEDG,SolarEdge Technologies Inc. Common Stock,3452696830,Israel,2015,2195812,Technology,Semiconductors
SEE,Sealed Air Corporation Common Stock,4629578757,United States,,1364278,Industrials,Major Chemicals
SEED,Origin Agritech Limited Common Stock,20842143,China,,13666,Consumer Staples,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,5964731,United States,,287397,Health Care,Biotechnology: Pharmaceutical Preparations
SEER,Seer Inc. Class A Common Stock,115943992,United States,2020,1043092,Health Care, Medicinal Chemicals and Botanical Products 
SEIC,SEI Investments Company Common Stock,8796663866,United States,1981,439765,Finance,Investment Bankers/Brokers/Service
SELF,Global Self Storage Inc. Common Stock,47147223,United States,,32844,Real Estate,Real Estate Investment Trusts
SELX,Semilux International Ltd. Ordinary Shares,0,Taiwan,,69106,,
SEM,Select Medical Holdings Corporation Common Stock,3541493564,United States,2009,790688,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,1739134514,United States,2021,505315,Technology,EDP Services
SENEA,Seneca Foods Corp. Class A Common Stock,401711813,United States,,30275,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,403989414,United States,,246,Consumer Staples,Packaged Foods
SENS,Senseonics Holdings Inc. Common Stock,231955173,United States,,6016000,Industrials,Industrial Machinery/Components
SEPA,SEP Acquisition Corp Class A Common Stock,0,United States,2021,4,Finance,Blank Checks
SER,Serina Therapeutics Inc. Common Stock,27532311,,2018,883,Health Care,Biotechnology: Pharmaceutical Preparations
SERA,Sera Prognostics Inc. Class A Common Stock,325553636,United States,2021,122520,Health Care,Precision Instruments
SES,SES AI Corporation Class A Common Stock,610538593,United States,2021,2868467,Consumer Discretionary,Auto Parts:O.E.M.
SEVN,Seven Hills Realty Trust Common Stock,191058533,United States,,95768,Real Estate,Real Estate Investment Trusts
SEZL,Sezzle Inc. Common Stock,367339146,United States,,23611,Finance,Diversified Financial Services
SF,Stifel Financial Corporation Common Stock,7645968116,United States,,880540,Finance,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,,United States,,19318,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,,United States,,13233,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,,United States,,16469,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,2336553580,United States,2017,15315,Finance,Investment Bankers/Brokers/Service
SFBC,Sound Financial Bancorp Inc. Common Stock,102981477,United States,,1093,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc. Common Stock,3246459982,United States,,173671,Finance,Major Banks
SFIX,Stitch Fix Inc. Class A Common Stock,272789412,United States,2017,1514018,Consumer Discretionary,Catalog/Specialty Distribution
SFL,SFL Corporation Ltd,1738958537,Bermuda,,398540,Consumer Discretionary,Marine Transportation
SFM,Sprouts Farmers Market Inc. Common Stock,6307530843,United States,2013,828059,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,2232086052,United States,,414375,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,217034060,United States,,8411,Finance,Major Banks
SFWL,Shengfeng Development Limited Class A Ordinary Shares,155095324,China,2023,233323,Industrials,Trucking Freight/Courier Services
SG,Sweetgreen Inc. Class A Common Stock,2381613720,United States,2021,1715299,Consumer Discretionary,Restaurants
SGA,Saga Communications Inc. Class A Common Stock (FL),138542780,United States,,8912,Consumer Discretionary,Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,2802071,United States,2017,188007,Industrials,Metal Fabrications
SGC,Superior Group of Companies Inc. Common Stock,275206964,United States,,58475,Consumer Discretionary,Apparel
SGD,Safe and Green Development Corporation Common Stock,9313960,United States,,131062,,
SGE,Strong Global Entertainment Inc. Class A Common Voting Shares,9847303,,2023,929,,
SGH,SMART Global Holdings Inc. Ordinary Shares,986845277,United States,2017,1222432,Technology,Semiconductors
SGHC,Super Group (SGHC) Limited Ordinary Shares,1575291600,,2022,282353,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,Sight Sciences Inc. Common Stock,274030142,United States,2021,103437,Health Care,Medical Specialities
SGLY,Singularity Future Technology Ltd. Common Stock,15221358,United States,2008,13316,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,24255266,United States,1994,8357,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,1544297848,Canada,,851986,Basic Materials,Metal Mining
SGMO,Sangamo Therapeutics Inc. Common Stock,99310915,United States,2000,1707132,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,145527325,United States,2023,470692,,
SGN,Signing Day Sports Inc. Common Stock,4360676,,2023,84199,,
SGRP,SPAR Group Inc. Common Stock,41893609,United States,,138420,Consumer Discretionary,Business Services
SGRY,Surgery Partners Inc. Common Stock,3250003898,United States,2015,495747,Health Care,Hospital/Nursing Management
SGU,Star Group L.P. Common Stock,358234550,United States,,52055,Consumer Discretionary,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,4106937154,United States,2015,586353,Consumer Discretionary,Restaurants
SHBI,Shore Bancshares Inc Common Stock,342400482,United States,,36281,Finance,Major Banks
SHC,Sotera Health Company Common Stock,3113982522,United States,2020,1119751,Health Care,Medical Specialities
SHCO,Soho House & Co Inc. Class A Common Stock,1072293230,,2021,222047,Consumer Discretionary,Hotels/Resorts
SHCR,Sharecare Inc. Class A Common Stock,255554459,United States,2021,2800014,Technology,Computer Software: Prepackaged Software
SHCRW,Sharecare Inc. Warrant,5450299,United States,2020,25,Technology,Computer Software: Prepackaged Software
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,2.33312E+11,Netherlands,2022,7277672,Energy,Oil & Gas Production
SHEN,Shenandoah Telecommunications Co Common Stock,766148206,United States,,200586,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,42670765,United States,2021,72486,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,2511023,United States,2021,5099,Finance,Finance: Consumer Services
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,15253370373,South Korea,,89479,Finance,Major Banks
SHIM,Shimmick Corporation Common Stock,95651787,United States,2023,104601,,
SHIP,Seanergy Maritime Holdings Corp. Common Stock,166516265,Greece,,182462,Consumer Discretionary,Marine Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,1485273318,United States,2021,4842616,Technology,Semiconductors
SHLT,SHL Telemedicine Ltd American Depositary Shares,91442529,Israel,,1166,Consumer Discretionary,Business Services
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,2151342626,United States,2004,2292140,Real Estate,Real Estate Investment Trusts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,,United States,,11139,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,,United States,,18252,,
SHOO,Steven Madden Ltd. Common Stock,2894139609,United States,1993,559151,Consumer Discretionary,Shoe Manufacturing
